number,weibo_text,tokenized_text,opposite_sex_social_avoidance_1,opposite_sex_social_avoidance_2,opposite_sex_social_avoidance
264,他们一家人来的时候每次都是我厌男情绪最高最想殺人的时候,一家人/每次/厌/情绪/最高/最想/杀人,5,3,4
265,#男子在女友孕期出轨还想要回16万彩礼#恐男恐婚恐育,男子/女友/孕期/出轨/想要/回/16/万/彩礼/恐男/恐婚/恐育,3,3,3
266,大晚上给人气的睡不着觉，身边的同事竟然说西安地铁事件双方应该各打五十大板，保安和女生双方都有责任，保安的行为就是有点暴力，也是为了维护公共秩序。请问保安有执法权嘛？难道保安这么做，就代表这个女生有错了？的确现场事情究竟是怎么回事，我们也只能通过几个视频略知一二，究竟这个女生和大爷发生口角是否有错，我们不能下结论。最近的阴间新闻太多了，厌男情绪已经爆表，事情已经发生了，难道不应该引以为戒，而是让我们别看别关注嘛？,人气/睡不着/觉/身边/同事/竟然/西安地铁/双方/应该/各打/五十/大板/保安/女生/双方/责任/保安/行为/暴力/维护/公共秩序/请问/保安/执法权/难道/保安/做/代表/女生/有错/现场/事情/究竟/怎么回事/只能/视频/略知一二/究竟/女生/大爷/发生/口角/是否/有错/不能/下结论/最近/阴间/新闻/太多/厌/情绪/爆表/事情/发生/难道/不/应该/引以为戒/看别/关注,2,2,2
267,但最拙劣的媚粉就是直接说我爱你和有没有人想和我结婚，一下激起我们非顺直那种恐婚恐男的心你们媚了个什么东西,拙劣/媚粉/直接/我爱你/有没有/人想/结婚/激起/非/恐婚/恐男/心/媚/东西,1,2,1.5
268,#香港警方公布蔡天凤碎尸案细节#这这这恐男的第N天现在的人怎么都这样啊报复心理这么强,香港/公布/蔡天凤/碎尸案/细节/这恐/N/天/报复/心理/强,2,3,2.5
269,本来对男的就没啥好印象，今天在公车上发生的事情，让我更加恐男，尊重女性在在男的眼里到底是什么？女孩子出门在外一定要保护好自己。,本来/没/印象/今天/公车上/发生/事情/更加/恐男/尊重/女性/眼里/到底/女孩子/出门在外/保护,2,3,2.5
270,#警方回应男子猥亵女孩并打伤其母亲#这种事情看多了有没有反向让人看的爽的新闻啊，真的是每日一个厌男小妙闻,回应/男子/猥亵/女孩/打伤/母亲/这种/事情/看多/有没有/反向/爽/新闻/每日/厌/男小妙闻,1,3,2
271,每日两个疑问为什么世界上有那么多渣男渣男们的套路为啥都一样每天一个恐男小故事,每日/疑问/世界/渣男/渣男/套路/为啥/每天/恐男小/故事,3,2,2.5
272,经过和我妈一晚的谈话，我现在不敢厌男了，由厌男改为恐男,妈/一晚/谈话/不敢/厌/厌/改为/恐男,2,2,2
273,如果不是男性真的会对我有吸引力的话，我怎么会承认我会喜欢呢些没脑子愚蠢令人发指并且令人作呕的男人呢。我是厌男恐男，可我却没有办法真的违背我的心里，然后，去欺骗自己。窒息并且不适。我永远都不能站在一边，然后非常坚定自己的立场并且抨击和自己立场不一样的人们。因为我的立场本来就是中立的，性取向方面也是。,男性/吸引力/承认/我会/喜欢/没脑子/愚蠢/令人发指/令人作呕/男人/厌/男恐/没有/办法/违背/心里/欺骗/窒息/不适/不能/站/一边/非常/坚定/立场/抨击/立场/不/立场/本来/中立/性取向/方面,1,1,1
274,姐是那种，风尘气重看起来勾男人实则对恐男，边界感超强的打工女王，为了谋生会去酒吧跳脱衣钢管舞，跳完舞外套一裹又在凌晨两点半的霓虹灯下奔赴下个酒吧赶场子,姐是/风尘/气重/看起来/勾/男人/实则/对恐/边界/感/超强/打工/女王/谋生/酒吧/跳/脱衣/钢管舞/跳/完舞/外套/一裹/凌晨/两点/半/霓虹灯/奔赴/下个/酒吧/赶场子,1,1,1
275,#男子在女友孕期出轨还想要回16万彩礼#好下头啊。恐男一星期了。,男子/女友/孕期/出轨/想要/回/16/万/彩礼/下头/恐,1,2,1.5
276,#目击者回应女子被男子拖进厕所#额已经完全恐男了,目击者/回应/女子/男子/拖进/厕所/额/完全/恐男,2,3,2.5
277,我父母也是我的雷区，我为什么会变成这样，我为什么脾气这么暴躁，因为我离不开，因为我没本事没钱我离开他们独立不了因为是那个狗杂种把我害成了这样，我现在厌男也是因为他，还有我爸，跟我父母多相处一天我就会发疯一天一想到从前那些事我就无法控制自己可是我父母还要逼着我接受他们未经他人苦莫劝他人善我没有经历去照顾别人，群里有个女的天天烦我真恶心我天天内耗自己折磨自己，如果没有一个人真心爱我，那对彼此来说都是一种折磨，我会折磨你然后折磨我自己，我需要的是有个男人真心对我好为我付出为我着想，结果却得到了更大的失望你不仅仅是背刺我，还恶心我侮辱了你自己，你让我经历了一场谎言造就的美梦，等真相浮现时，只会让人更加恶心说你侮辱了我们之间的感情都晦气因为我跟你没有感情，从一开始你让你粉丝侮辱我就知道我在你心里屁都不是想想也能知道你会为了自己那点热度出卖任何人是你把我骗进来是你没有给我任何实质性的未来，我是你什么人？我凭什么要理解你？我是你女朋友吗？陪伴，沟通，相处什么都没有我凭什么要理解你相信你？我们之间什么都没有所以我只能认定你就是个捞男但是我认定的基本90%都是真的，所以我还是相信我的直觉的,父母/雷区/变成/脾气/暴躁/离不开/没本事/没钱/离开/独立/不了/狗/杂种/害成/厌/是因为/我爸/父母/相处/发疯/想到/从前/事/无法控制/父母/逼/接受/未经/苦莫劝/善/没有/经历/照顾/群里/女/天天/烦/真/恶心/天天/内耗/折磨/没有/真心/爱/折磨/我会/折磨/折磨/需要/男人/真心/付出/着想/得到/更/失望/不仅仅/背/刺/恶心/侮辱/经历/一场/谎言/造就/美梦/真相/浮现/时/只会/更加/恶心/侮辱/之间/感情/晦气/没有/感情/粉丝/侮辱/知道/心里/屁/想想/知道/那点/热度/出卖/任何人/骗/进来/没有/实质性/未来/理解/女朋友/陪伴/沟通/相处/没有/理解/相信/之间/没有/只能/认定/捞/认定/基本/90/相信/直觉,5,3,4
278,方协文怎么这么恶心我本来就厌男。现在更恶心了想吐?,方协文/恶心/本来/厌/更/恶心/吐,4,3,3.5
279,吃了三个小时的饭了把渣男底都翻透了真的渣恐男了,吃/三个/小时/饭/渣男/底/翻透/渣恐,1,3,2
280,#上外通报一学生被投放异物#我真服了现在还一边恐男一边喜欢男的我愿称活菩萨,学生/投放异物/真服了/一边/恐男/一边/喜欢/愿称/活菩萨,1,3,2
281,#女子称怀孕7月被男友打致先兆流产#每天一个恐婚恐育恐男小技巧,女子/称/怀孕/月/男友/打致/先兆/流产/每天/恐婚/恐育/恐/技巧,3,3,3
282,每天一上地铁就开始厌男，想把全世界男的都鲨了,每天/一上/地铁/厌男想/全世界/鲨,5,4,4.5
283,恐男恐恋恐婚恐育真的想一辈子单身??????,恐男/恐恋/恐婚/恐育/一辈子/单身,2,5,3.5
284,#被家暴16次需终身挂粪袋案当事人发声#每天一个恐男技巧真的，这种故意伤害性质的“家暴”如果是家常便饭谁踏马还愿意结婚，以命换婚姻吗,家暴/16/次/需/终身/挂/粪袋案/当事人/发声/每天/恐男/技巧/这种/故意伤害/性质/家暴/家常便饭/踏马/愿意/结婚/以命/换/婚姻,3,3,3
285,#严惩唐山烧烤店打人事件狂徒#看哭了，太恐怖了，恐男了，真的恐男了，以后看到这些体型的男的都要走远些。打人的全是大体型男，不管是什么样的女生上去劝架都能轻轻松松就打到地上，打到很远，能被轻轻松松拖走。女生该如何自保，先买个防身的。,严惩/唐山烧烤店/打人/狂徒/哭/太/恐怖/恐/恐男/以后/看到/体型/走/远些/打人/全是/体型/女生/上去/劝架/轻轻松松/打到/地上/打到/很远/轻轻松松/拖走/女生/自保/先买/防身,3,3,3
286,#上外通报一学生被投放异物#每日恐男一小技巧?。。。在图书馆都如此嚣张,学生/投放异物/每日/恐男/一小/技巧/图书馆/嚣张,1,3,2
287,#LoveisLove#好的，今天是我的恐男同日,LoveisLove/今天/恐/同日,1,2,1.5
288,#出轨不能作为离婚理由#谢谢，我现在恐男恐恋爱恐结婚恐生孩子活出自己,出轨/不能/离婚/理由/恐男恐/恋爱/恐/结婚/恐生/孩子/活出,3,5,4
289,中午在公司食堂吃饭，二十多个人，除了我以外只有一个女生，恐男了?,中午/公司/食堂/吃饭/二十多个/以外/女/生恐,2,2,2
290,夏天一到我所有恐男恐婚恐恋的情绪都不如恐蚊来得强烈,夏天/一到/恐男/恐婚/恐恋/情绪/恐蚊/来得/强烈,1,2,1.5
291,我真的恐男男的太猥琐了太猥琐了每天都能遇到不同的猥琐男也不撒泡尿看看自己什么情况我看起来这么好拿捏吗我真是服了,恐男/太/猥琐/太/猥琐/每天/遇到/不同/猥琐男/不/撒/泡/尿/看看/情况/看起来/拿捏/真是/服,3,3,3
292,#我国结婚年龄越来越迟#恐婚又恐男，唯不恐迪8,我国/结婚年龄/越来越/迟/恐婚/恐/唯/不/恐迪,1,2,1.5
293,出了人命案人都已经不在了居然还在努力为凶手开脱疯狂宣扬受害者有罪论的人脑子没点毛病吗？难道出了这种性质恶劣手段残忍的命案不应该先找凶手绳之以法然后严厉审判？天天说什么女?散播厌男思想行为不端长了个屌的做了点什么事抱团辩护来得比谁都快真他妈恶心,出/命案/不在/居然/努力/凶手/开脱/疯狂/宣扬/受害者/有罪/脑子/没点/毛病/难道/出/这种/性质/恶劣手段/残忍/命案/不/应该/先找/凶手/绳之以法/严厉/审判/天天/女/散播/厌/思想/行为不端/长/屌/做/点/事/抱团/辩护/来得/快/真他妈/恶心,1,3,2
294,#患艾滋男子性侵15岁女生改判10年#是法律让我每日恐男的谢谢?造成一个女孩子一辈子的阴影结果才判十年,患/艾滋/男子/性侵/15/岁/女生/改判/10/年/法律/每日/恐男/造成/女孩子/一辈子/阴影/才判/十年,3,3,3
295,#上外一男生图书馆下药#现在不仅恐婚，还恐男了,男生/图书馆/下药/恐婚/恐,3,3,3
296,#两口子吵架孕妻被扔高速#每天一个厌男恐婚的小技巧，不知道这种男人为什么要结婚？高速哎，你觉得自己很狂是嘛？,两口子/吵架/孕妻/扔/高速/每天/厌/恐婚/技巧/不/知道/这种/男人/结婚/高速/很狂,3,3,3
297,#女生呵斥图书馆放不雅视频男子遭回怼#我他妈真的恶心吐了每日一恐男,女生/呵斥/图书馆/放/不雅/视频/男子/遭回/怼/妈/恶心/吐/每日/一恐,4,3,3.5
298,最近恐男有点严重路上看到个男的都觉得像渣男,最近/恐男/严重/路上/看到/渣男,2,2,2
299,#警方通报女子被丈夫掌掴23次后吐血#ctm日常恐男，真的有够恶心的，不管怎么样家暴biss,女子/丈夫/掌掴/23/次后/吐血/ctm/日常/恐男/有够/恶心/家暴/biss,4,4,4
300,最近下头事真的一个赛一个地多再这样下去真的要恐男恐恋恐婚,最近/下头/事/赛/地多/下去/恐/恐恋/恐婚,1,2,1.5
301,男的真的越拒绝越不要脸，无语，我再也不要因为我的修养不好意思拒绝随便加人微信了，恶心了喔，我真的恐男嘛？#时悟##唧唧叽叽呱呱#,越/拒绝/越/不要脸/无语/再也/不要/修养/不好意思/拒绝/随便/加人/微信/恶心/喔/恐男嘛/时悟/唧唧/叽叽/呱呱,1,2,1.5
302,有的女的真的别太爱男，雌竞……又厌男了！！！#厌男#,女/别太爱/雌/竞/厌/厌,1,1,1
303,不习惯和男人超过正常范围的身体接触不是很正常吗？我妈老觉得我是因为缺父爱才这样，我就是单纯的……恐男,不/习惯/男人/超过/正常/范围/身体/接触/正常/妈/老/是因为/缺/父爱/单纯/恐,3,3,3
304,真是越看越气，本来说有几个女生的热搜了特开心，还是优秀漂亮妹妹更开心了。就是有sb的男的在下面叫唤还有几个没有脑子的女的，点进资料一看，不是事事不如意没什么过头的男的，就是天天转发想当一个“好女人”的女的。别说厌男了，我都要恐脑瘫了，我出家去得了,真是/越看/越气/本来/女生/热/搜/特/开心/优秀/漂亮妹妹/更/开心/sb/下面/叫唤/没有/脑子/女/点进/资料/一看/事事/不如意/没什么/过头/天天/转发/想当/女人/女/厌/恐/脑瘫/出家,2,1,1.5
305,我爸回来了我的恐男症全天候发作恶梦开始了希望我能熬过去?,我爸/回来/恐/男症/全天候/发作/恶梦/希望/我能/熬过去,1,1,1
306,关于lyfpc的事情一爆出来感觉我又恐男了可能是首页关于pc之类的刷到的太多了,lyfpc/事情/一爆/恐/首页/pc/刷/太多,3,1,2
307,本来还在发呆无聊刷抖音刷到前男友气的我直接脑门一昏鼻血都要气出来了厌男噜,本来/发呆/无聊/刷抖/音刷/前男友/气/直接/脑门/一昏/鼻血/气/厌/男噜,1,1,1
308,其实一个#??厌男就直接能把你红温贴吧还没bb够吗？,厌/直接/红温/贴/没/bb/够,1,1,1
309,同事问我为啥没有男朋友，哈哈哈哈哈当然是恐男啊,同事/问/为啥/没有/男朋友/恐,2,2,2
310,最近严重失眠，长这么大以来第一次失眠这么严重，每天不到早上五点没困意。为了调整作息，我已经在努力了，眼罩耳塞睡前洗澡喝牛奶，可是还是没用，不知道是不是因为换季也有关系，估计还是早上睡太迟了。昨天去食堂吃饭，恍然发现开学那么久只吃过四个窗口，来来回回就是猪扒自选，上星期偶然试了一下酸菜鱼还是不错的。百无聊赖的生活。昨天吃扒饭，因为人太多我本能选择了一个角落解决我的晚饭，正正好面对瑞幸咖啡，我的右边的右边坐着一桌男生，瑞幸咖啡这边有一个大概五岁的女孩，一直在和地上的纸箱玩，还时不时走过来和旁边那一桌男生讲话，突然想起小的时候我大概也是这样的，相比起姐姐更愿意接触哥哥类的人群，以前可能觉得哥哥们都好玩，现在长大了发现男生们也没什么神奇的，都长着两只眼睛一个嘴巴，20出头的我面对不熟的异性过来搭讪甚至会有点恐男。再也没有以前童叟无欺的感觉了。那个小女孩玩的很开心。像我以前一样。就算独自一个人也可以玩好久，无忧无虑，虽然没能当面和她说祝她一直这么开心。那就放在心里吧，希望她长到我这么大还能够一直开心下去，毕竟我都有点因为生活的种种而疲惫不堪难以微笑了。,最近/严重/失眠/长/第一次/失眠/严重/每天/不到/五点/没困意/调整/作息/努力/眼罩/耳塞/睡前/喝牛奶/没用/不/知道/是不是/换季/关系/估计/睡太迟/昨天/食堂/吃饭/恍然/发现/开学/久/吃/四个/窗口/来来回回/猪扒/自选/上星期/偶然/试/酸菜鱼/不错/百无聊赖/生活/昨天/吃/扒/饭/太多/本能/选择/角落/解决/晚饭/正/正好/面对/瑞幸/咖啡/坐/一桌/男生/瑞幸/咖啡/大概/五岁/女孩/一直/地上/纸箱/玩/时不时/走/过来/旁边/一桌/男生/讲话/突然/想起/大概/相比/姐姐/更/愿意/接触/哥哥/类/人群/以前/哥哥/好玩/长大/发现/男生/没什么/神奇/长/两只/眼睛/嘴巴/20/出头/面对/不熟/异性/过来/搭讪/恐男/再也/没有/以前/童叟无欺/小女孩/玩/开心/以前/独自/玩/好久/无忧无虑/没能/当面/祝/一直/开心/放在心里/希望/长到/一直/开心/下去/毕竟/生活/种种/疲惫不堪/难以/微笑,1,1,1
